model,approach,setting,project,k_label,true_bug,pred_bug,overpred_bug,true_feature,pred_feature,overpred_feature,true_question,pred_question,overpred_question,n_invalid,predictions_path
Qwen-14B,ft,project_specific,microsoft_TypeScript,finetune_fixed,100,97,0.97,100,59,0.59,100,140,1.4,4,results/issues11k/project_specific/microsoft_TypeScript/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/finetune_fixed/preds_finetune_fixed.csv
Qwen-14B,ragtag,project_specific,microsoft_TypeScript,k1,100,185,1.85,100,93,0.93,100,22,0.22,0,results/issues11k/project_specific/microsoft_TypeScript/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/ragtag/predictions/preds_k1.csv
Qwen-14B,ragtag,project_specific,microsoft_TypeScript,k3,100,180,1.8,100,89,0.89,100,31,0.31,0,results/issues11k/project_specific/microsoft_TypeScript/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/ragtag/predictions/preds_k3.csv
Qwen-14B,ragtag,project_specific,microsoft_TypeScript,k6,100,173,1.73,100,93,0.93,100,32,0.32,2,results/issues11k/project_specific/microsoft_TypeScript/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/ragtag/predictions/preds_k6.csv
Qwen-14B,ragtag,project_specific,microsoft_TypeScript,k9,100,157,1.57,100,93,0.93,100,44,0.44,6,results/issues11k/project_specific/microsoft_TypeScript/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/ragtag/predictions/preds_k9.csv
Qwen-14B,ragtag_debias,project_specific,microsoft_TypeScript,k1,100,187,1.87,100,94,0.94,100,19,0.19,0,results/issues11k/project_specific/microsoft_TypeScript/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/ragtag_debias_m3_v2/predictions/preds_k1.csv
Qwen-14B,ragtag_debias,project_specific,microsoft_TypeScript,k3,100,180,1.8,100,90,0.9,100,30,0.3,0,results/issues11k/project_specific/microsoft_TypeScript/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/ragtag_debias_m3_v2/predictions/preds_k3.csv
Qwen-14B,ragtag_debias,project_specific,microsoft_TypeScript,k6,100,161,1.61,100,96,0.96,100,41,0.41,2,results/issues11k/project_specific/microsoft_TypeScript/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/ragtag_debias_m3_v2/predictions/preds_k6.csv
Qwen-14B,ragtag_debias,project_specific,microsoft_TypeScript,k9,100,142,1.42,100,94,0.94,100,60,0.6,4,results/issues11k/project_specific/microsoft_TypeScript/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/ragtag_debias_m3_v2/predictions/preds_k9.csv
Qwen-32B,ft,project_specific,microsoft_TypeScript,finetune_fixed,100,64,0.64,100,92,0.92,100,144,1.44,0,results/issues11k/project_specific/microsoft_TypeScript/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/finetune_fixed/preds_finetune_fixed.csv
Qwen-32B,ragtag,project_specific,microsoft_TypeScript,k1,100,178,1.78,100,88,0.88,100,34,0.34,0,results/issues11k/project_specific/microsoft_TypeScript/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_v2/predictions/preds_k1.csv
Qwen-32B,ragtag,project_specific,microsoft_TypeScript,k3,100,168,1.68,100,91,0.91,100,41,0.41,0,results/issues11k/project_specific/microsoft_TypeScript/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_v2/predictions/preds_k3.csv
Qwen-32B,ragtag,project_specific,microsoft_TypeScript,k6,100,152,1.52,100,93,0.93,100,53,0.53,2,results/issues11k/project_specific/microsoft_TypeScript/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_v2/predictions/preds_k6.csv
Qwen-32B,ragtag,project_specific,microsoft_TypeScript,k9,100,151,1.51,100,96,0.96,100,47,0.47,6,results/issues11k/project_specific/microsoft_TypeScript/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_v2/predictions/preds_k9.csv
Qwen-32B,ragtag_debias,project_specific,microsoft_TypeScript,k1,100,179,1.79,100,89,0.89,100,32,0.32,0,results/issues11k/project_specific/microsoft_TypeScript/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_debias_m3_v2/predictions/preds_k1.csv
Qwen-32B,ragtag_debias,project_specific,microsoft_TypeScript,k3,100,168,1.68,100,91,0.91,100,41,0.41,0,results/issues11k/project_specific/microsoft_TypeScript/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_debias_m3_v2/predictions/preds_k3.csv
Qwen-32B,ragtag_debias,project_specific,microsoft_TypeScript,k6,100,145,1.45,100,93,0.93,100,60,0.6,2,results/issues11k/project_specific/microsoft_TypeScript/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_debias_m3_v2/predictions/preds_k6.csv
Qwen-32B,ragtag_debias,project_specific,microsoft_TypeScript,k9,100,133,1.33,100,96,0.96,100,67,0.67,4,results/issues11k/project_specific/microsoft_TypeScript/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_debias_m3_v2/predictions/preds_k9.csv
Qwen-32B,ragtag,project_specific,microsoft_TypeScript,zero_shot,100,178,1.78,100,99,0.99,100,23,0.23,0,results/issues11k/project_specific/microsoft_TypeScript/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_v2/predictions/preds_zero_shot.csv
Qwen-3B,ft,project_specific,microsoft_TypeScript,finetune_fixed,100,190,1.9,100,33,0.33,100,77,0.77,0,results/issues11k/project_specific/microsoft_TypeScript/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/finetune_fixed/preds_finetune_fixed.csv
Qwen-3B,ragtag,project_specific,microsoft_TypeScript,k1,100,121,1.21,100,86,0.86,100,93,0.93,0,results/issues11k/project_specific/microsoft_TypeScript/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag/predictions/preds_k1.csv
Qwen-3B,ragtag,project_specific,microsoft_TypeScript,k3,100,104,1.04,100,91,0.91,100,105,1.05,0,results/issues11k/project_specific/microsoft_TypeScript/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag/predictions/preds_k3.csv
Qwen-3B,ragtag,project_specific,microsoft_TypeScript,k6,100,141,1.41,100,97,0.97,100,60,0.6,2,results/issues11k/project_specific/microsoft_TypeScript/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag/predictions/preds_k6.csv
Qwen-3B,ragtag,project_specific,microsoft_TypeScript,k9,100,136,1.36,100,93,0.93,100,65,0.65,6,results/issues11k/project_specific/microsoft_TypeScript/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag/predictions/preds_k9.csv
Qwen-3B,ragtag_debias,project_specific,microsoft_TypeScript,k1,100,121,1.21,100,83,0.83,100,96,0.96,0,results/issues11k/project_specific/microsoft_TypeScript/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag_debias_m3/predictions/preds_k1.csv
Qwen-3B,ragtag_debias,project_specific,microsoft_TypeScript,k3,100,84,0.84,100,89,0.89,100,127,1.27,0,results/issues11k/project_specific/microsoft_TypeScript/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag_debias_m3/predictions/preds_k3.csv
Qwen-3B,ragtag_debias,project_specific,microsoft_TypeScript,k6,100,80,0.8,100,99,0.99,100,119,1.19,2,results/issues11k/project_specific/microsoft_TypeScript/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag_debias_m3/predictions/preds_k6.csv
Qwen-3B,ragtag_debias,project_specific,microsoft_TypeScript,k9,100,81,0.81,100,94,0.94,100,121,1.21,4,results/issues11k/project_specific/microsoft_TypeScript/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag_debias_m3/predictions/preds_k9.csv
Qwen-7B,ft,project_specific,microsoft_TypeScript,finetune_fixed,100,144,1.44,100,132,1.32,100,24,0.24,0,results/issues11k/project_specific/microsoft_TypeScript/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/finetune_fixed/preds_finetune_fixed.csv
Qwen-7B,ragtag,project_specific,microsoft_TypeScript,k1,100,188,1.88,100,89,0.89,100,23,0.23,0,results/issues11k/project_specific/microsoft_TypeScript/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag/predictions/preds_k1.csv
Qwen-7B,ragtag,project_specific,microsoft_TypeScript,k3,100,171,1.71,100,96,0.96,100,33,0.33,0,results/issues11k/project_specific/microsoft_TypeScript/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag/predictions/preds_k3.csv
Qwen-7B,ragtag,project_specific,microsoft_TypeScript,k6,100,155,1.55,100,106,1.06,100,37,0.37,2,results/issues11k/project_specific/microsoft_TypeScript/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag/predictions/preds_k6.csv
Qwen-7B,ragtag,project_specific,microsoft_TypeScript,k9,100,153,1.53,100,100,1.0,100,41,0.41,6,results/issues11k/project_specific/microsoft_TypeScript/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag/predictions/preds_k9.csv
Qwen-7B,ragtag_debias,project_specific,microsoft_TypeScript,k1,100,188,1.88,100,89,0.89,100,23,0.23,0,results/issues11k/project_specific/microsoft_TypeScript/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag_debias_m3/predictions/preds_k1.csv
Qwen-7B,ragtag_debias,project_specific,microsoft_TypeScript,k3,100,173,1.73,100,94,0.94,100,33,0.33,0,results/issues11k/project_specific/microsoft_TypeScript/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag_debias_m3/predictions/preds_k3.csv
Qwen-7B,ragtag_debias,project_specific,microsoft_TypeScript,k6,100,147,1.47,100,107,1.07,100,44,0.44,2,results/issues11k/project_specific/microsoft_TypeScript/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag_debias_m3/predictions/preds_k6.csv
Qwen-7B,ragtag_debias,project_specific,microsoft_TypeScript,k9,100,137,1.37,100,102,1.02,100,57,0.57,4,results/issues11k/project_specific/microsoft_TypeScript/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag_debias_m3/predictions/preds_k9.csv
,vtag,project_specific,microsoft_TypeScript,k1,100,52,0.52,100,105,1.05,100,143,1.43,0,results/issues11k/project_specific/microsoft_TypeScript/vtag/predictions/preds_k1.csv
,vtag,project_specific,microsoft_TypeScript,k10,100,40,0.4,100,103,1.03,100,157,1.57,0,results/issues11k/project_specific/microsoft_TypeScript/vtag/predictions/preds_k10.csv
,vtag,project_specific,microsoft_TypeScript,k11,100,40,0.4,100,100,1.0,100,160,1.6,0,results/issues11k/project_specific/microsoft_TypeScript/vtag/predictions/preds_k11.csv
,vtag,project_specific,microsoft_TypeScript,k12,100,36,0.36,100,102,1.02,100,162,1.62,0,results/issues11k/project_specific/microsoft_TypeScript/vtag/predictions/preds_k12.csv
,vtag,project_specific,microsoft_TypeScript,k13,100,40,0.4,100,96,0.96,100,164,1.64,0,results/issues11k/project_specific/microsoft_TypeScript/vtag/predictions/preds_k13.csv
,vtag,project_specific,microsoft_TypeScript,k14,100,41,0.41,100,99,0.99,100,160,1.6,0,results/issues11k/project_specific/microsoft_TypeScript/vtag/predictions/preds_k14.csv
,vtag,project_specific,microsoft_TypeScript,k15,100,40,0.4,100,96,0.96,100,164,1.64,0,results/issues11k/project_specific/microsoft_TypeScript/vtag/predictions/preds_k15.csv
,vtag,project_specific,microsoft_TypeScript,k16,100,39,0.39,100,96,0.96,100,165,1.65,0,results/issues11k/project_specific/microsoft_TypeScript/vtag/predictions/preds_k16.csv
,vtag,project_specific,microsoft_TypeScript,k17,100,37,0.37,100,97,0.97,100,166,1.66,0,results/issues11k/project_specific/microsoft_TypeScript/vtag/predictions/preds_k17.csv
,vtag,project_specific,microsoft_TypeScript,k18,100,39,0.39,100,95,0.95,100,166,1.66,0,results/issues11k/project_specific/microsoft_TypeScript/vtag/predictions/preds_k18.csv
,vtag,project_specific,microsoft_TypeScript,k19,100,39,0.39,100,93,0.93,100,168,1.68,0,results/issues11k/project_specific/microsoft_TypeScript/vtag/predictions/preds_k19.csv
,vtag,project_specific,microsoft_TypeScript,k2,100,52,0.52,100,105,1.05,100,143,1.43,0,results/issues11k/project_specific/microsoft_TypeScript/vtag/predictions/preds_k2.csv
,vtag,project_specific,microsoft_TypeScript,k20,100,39,0.39,100,95,0.95,100,166,1.66,0,results/issues11k/project_specific/microsoft_TypeScript/vtag/predictions/preds_k20.csv
,vtag,project_specific,microsoft_TypeScript,k25,100,36,0.36,100,94,0.94,100,170,1.7,0,results/issues11k/project_specific/microsoft_TypeScript/vtag/predictions/preds_k25.csv
,vtag,project_specific,microsoft_TypeScript,k3,100,45,0.45,100,114,1.14,100,141,1.41,0,results/issues11k/project_specific/microsoft_TypeScript/vtag/predictions/preds_k3.csv
,vtag,project_specific,microsoft_TypeScript,k30,100,36,0.36,100,91,0.91,100,173,1.73,0,results/issues11k/project_specific/microsoft_TypeScript/vtag/predictions/preds_k30.csv
,vtag,project_specific,microsoft_TypeScript,k4,100,45,0.45,100,106,1.06,100,149,1.49,0,results/issues11k/project_specific/microsoft_TypeScript/vtag/predictions/preds_k4.csv
,vtag,project_specific,microsoft_TypeScript,k5,100,40,0.4,100,111,1.11,100,149,1.49,0,results/issues11k/project_specific/microsoft_TypeScript/vtag/predictions/preds_k5.csv
,vtag,project_specific,microsoft_TypeScript,k6,100,44,0.44,100,108,1.08,100,148,1.48,0,results/issues11k/project_specific/microsoft_TypeScript/vtag/predictions/preds_k6.csv
,vtag,project_specific,microsoft_TypeScript,k7,100,43,0.43,100,107,1.07,100,150,1.5,0,results/issues11k/project_specific/microsoft_TypeScript/vtag/predictions/preds_k7.csv
,vtag,project_specific,microsoft_TypeScript,k8,100,45,0.45,100,105,1.05,100,150,1.5,0,results/issues11k/project_specific/microsoft_TypeScript/vtag/predictions/preds_k8.csv
,vtag,project_specific,microsoft_TypeScript,k9,100,39,0.39,100,102,1.02,100,159,1.59,0,results/issues11k/project_specific/microsoft_TypeScript/vtag/predictions/preds_k9.csv
,vtag_debias,project_specific,microsoft_TypeScript,k1,100,52,0.52,100,105,1.05,100,143,1.43,0,results/issues11k/project_specific/microsoft_TypeScript/vtag_debias_m3/predictions/preds_k1.csv
,vtag_debias,project_specific,microsoft_TypeScript,k3,100,25,0.25,100,122,1.22,100,153,1.53,0,results/issues11k/project_specific/microsoft_TypeScript/vtag_debias_m3/predictions/preds_k3.csv
,vtag_debias,project_specific,microsoft_TypeScript,k6,100,24,0.24,100,113,1.13,100,163,1.63,0,results/issues11k/project_specific/microsoft_TypeScript/vtag_debias_m3/predictions/preds_k6.csv
,vtag_debias,project_specific,microsoft_TypeScript,k9,100,23,0.23,100,105,1.05,100,172,1.72,0,results/issues11k/project_specific/microsoft_TypeScript/vtag_debias_m3/predictions/preds_k9.csv
Qwen-14B,ft,project_specific,microsoft_vscode,finetune_fixed,100,125,1.25,100,94,0.94,100,81,0.81,0,results/issues11k/project_specific/microsoft_vscode/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/finetune_fixed/preds_finetune_fixed.csv
Qwen-14B,ragtag,project_specific,microsoft_vscode,k1,100,164,1.64,100,116,1.16,100,20,0.2,0,results/issues11k/project_specific/microsoft_vscode/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/ragtag/predictions/preds_k1.csv
Qwen-14B,ragtag,project_specific,microsoft_vscode,k3,100,153,1.53,100,114,1.14,100,33,0.33,0,results/issues11k/project_specific/microsoft_vscode/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/ragtag/predictions/preds_k3.csv
Qwen-14B,ragtag,project_specific,microsoft_vscode,k6,100,133,1.33,100,110,1.1,100,42,0.42,15,results/issues11k/project_specific/microsoft_vscode/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/ragtag/predictions/preds_k6.csv
Qwen-14B,ragtag,project_specific,microsoft_vscode,k9,100,129,1.29,100,107,1.07,100,47,0.47,17,results/issues11k/project_specific/microsoft_vscode/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/ragtag/predictions/preds_k9.csv
Qwen-14B,ragtag_debias,project_specific,microsoft_vscode,k1,100,167,1.67,100,114,1.14,100,19,0.19,0,results/issues11k/project_specific/microsoft_vscode/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/ragtag_debias_m3_v2/predictions/preds_k1.csv
Qwen-14B,ragtag_debias,project_specific,microsoft_vscode,k3,100,153,1.53,100,114,1.14,100,33,0.33,0,results/issues11k/project_specific/microsoft_vscode/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/ragtag_debias_m3_v2/predictions/preds_k3.csv
Qwen-14B,ragtag_debias,project_specific,microsoft_vscode,k6,100,130,1.3,100,115,1.15,100,46,0.46,9,results/issues11k/project_specific/microsoft_vscode/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/ragtag_debias_m3_v2/predictions/preds_k6.csv
Qwen-14B,ragtag_debias,project_specific,microsoft_vscode,k9,100,110,1.1,100,111,1.11,100,65,0.65,14,results/issues11k/project_specific/microsoft_vscode/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/ragtag_debias_m3_v2/predictions/preds_k9.csv
Qwen-32B,ft,project_specific,microsoft_vscode,finetune_fixed,100,140,1.4,100,119,1.19,100,41,0.41,0,results/issues11k/project_specific/microsoft_vscode/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/finetune_fixed/preds_finetune_fixed.csv
Qwen-32B,ragtag,project_specific,microsoft_vscode,k1,100,153,1.53,100,114,1.14,100,33,0.33,0,results/issues11k/project_specific/microsoft_vscode/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_v2/predictions/preds_k1.csv
Qwen-32B,ragtag,project_specific,microsoft_vscode,k3,100,132,1.32,100,112,1.12,100,56,0.56,0,results/issues11k/project_specific/microsoft_vscode/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_v2/predictions/preds_k3.csv
Qwen-32B,ragtag,project_specific,microsoft_vscode,k6,100,111,1.11,100,109,1.09,100,65,0.65,15,results/issues11k/project_specific/microsoft_vscode/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_v2/predictions/preds_k6.csv
Qwen-32B,ragtag,project_specific,microsoft_vscode,k9,100,107,1.07,100,106,1.06,100,70,0.7,17,results/issues11k/project_specific/microsoft_vscode/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_v2/predictions/preds_k9.csv
Qwen-32B,ragtag_debias,project_specific,microsoft_vscode,k1,100,154,1.54,100,115,1.15,100,31,0.31,0,results/issues11k/project_specific/microsoft_vscode/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_debias_m3_v2/predictions/preds_k1.csv
Qwen-32B,ragtag_debias,project_specific,microsoft_vscode,k3,100,133,1.33,100,113,1.13,100,54,0.54,0,results/issues11k/project_specific/microsoft_vscode/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_debias_m3_v2/predictions/preds_k3.csv
Qwen-32B,ragtag_debias,project_specific,microsoft_vscode,k6,100,113,1.13,100,109,1.09,100,69,0.69,9,results/issues11k/project_specific/microsoft_vscode/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_debias_m3_v2/predictions/preds_k6.csv
Qwen-32B,ragtag_debias,project_specific,microsoft_vscode,k9,100,100,1.0,100,109,1.09,100,77,0.77,14,results/issues11k/project_specific/microsoft_vscode/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_debias_m3_v2/predictions/preds_k9.csv
Qwen-32B,ragtag,project_specific,microsoft_vscode,zero_shot,100,166,1.66,100,121,1.21,100,13,0.13,0,results/issues11k/project_specific/microsoft_vscode/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_v2/predictions/preds_zero_shot.csv
Qwen-3B,ft,project_specific,microsoft_vscode,finetune_fixed,100,164,1.64,100,83,0.83,100,43,0.43,10,results/issues11k/project_specific/microsoft_vscode/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/finetune_fixed/preds_finetune_fixed.csv
Qwen-3B,ragtag,project_specific,microsoft_vscode,k1,100,102,1.02,100,109,1.09,100,89,0.89,0,results/issues11k/project_specific/microsoft_vscode/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag/predictions/preds_k1.csv
Qwen-3B,ragtag,project_specific,microsoft_vscode,k3,100,105,1.05,100,114,1.14,100,81,0.81,0,results/issues11k/project_specific/microsoft_vscode/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag/predictions/preds_k3.csv
Qwen-3B,ragtag,project_specific,microsoft_vscode,k6,100,107,1.07,100,109,1.09,100,69,0.69,15,results/issues11k/project_specific/microsoft_vscode/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag/predictions/preds_k6.csv
Qwen-3B,ragtag,project_specific,microsoft_vscode,k9,100,105,1.05,100,110,1.1,100,68,0.68,17,results/issues11k/project_specific/microsoft_vscode/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag/predictions/preds_k9.csv
Qwen-3B,ragtag_debias,project_specific,microsoft_vscode,k1,100,98,0.98,100,91,0.91,100,111,1.11,0,results/issues11k/project_specific/microsoft_vscode/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag_debias_m3/predictions/preds_k1.csv
Qwen-3B,ragtag_debias,project_specific,microsoft_vscode,k3,100,70,0.7,100,107,1.07,100,123,1.23,0,results/issues11k/project_specific/microsoft_vscode/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag_debias_m3/predictions/preds_k3.csv
Qwen-3B,ragtag_debias,project_specific,microsoft_vscode,k6,100,60,0.6,100,111,1.11,100,120,1.2,9,results/issues11k/project_specific/microsoft_vscode/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag_debias_m3/predictions/preds_k6.csv
Qwen-3B,ragtag_debias,project_specific,microsoft_vscode,k9,100,57,0.57,100,111,1.11,100,118,1.18,14,results/issues11k/project_specific/microsoft_vscode/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag_debias_m3/predictions/preds_k9.csv
Qwen-7B,ft,project_specific,microsoft_vscode,finetune_fixed,100,166,1.66,100,108,1.08,100,25,0.25,1,results/issues11k/project_specific/microsoft_vscode/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/finetune_fixed/preds_finetune_fixed.csv
Qwen-7B,ragtag,project_specific,microsoft_vscode,k1,100,161,1.61,100,119,1.19,100,20,0.2,0,results/issues11k/project_specific/microsoft_vscode/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag/predictions/preds_k1.csv
Qwen-7B,ragtag,project_specific,microsoft_vscode,k3,100,151,1.51,100,112,1.12,100,37,0.37,0,results/issues11k/project_specific/microsoft_vscode/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag/predictions/preds_k3.csv
Qwen-7B,ragtag,project_specific,microsoft_vscode,k6,100,129,1.29,100,115,1.15,100,41,0.41,15,results/issues11k/project_specific/microsoft_vscode/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag/predictions/preds_k6.csv
Qwen-7B,ragtag,project_specific,microsoft_vscode,k9,100,119,1.19,100,120,1.2,100,44,0.44,17,results/issues11k/project_specific/microsoft_vscode/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag/predictions/preds_k9.csv
Qwen-7B,ragtag_debias,project_specific,microsoft_vscode,k1,100,166,1.66,100,116,1.16,100,18,0.18,0,results/issues11k/project_specific/microsoft_vscode/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag_debias_m3/predictions/preds_k1.csv
Qwen-7B,ragtag_debias,project_specific,microsoft_vscode,k3,100,149,1.49,100,114,1.14,100,37,0.37,0,results/issues11k/project_specific/microsoft_vscode/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag_debias_m3/predictions/preds_k3.csv
Qwen-7B,ragtag_debias,project_specific,microsoft_vscode,k6,100,128,1.28,100,115,1.15,100,48,0.48,9,results/issues11k/project_specific/microsoft_vscode/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag_debias_m3/predictions/preds_k6.csv
Qwen-7B,ragtag_debias,project_specific,microsoft_vscode,k9,100,111,1.11,100,118,1.18,100,57,0.57,14,results/issues11k/project_specific/microsoft_vscode/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag_debias_m3/predictions/preds_k9.csv
,vtag,project_specific,microsoft_vscode,k1,100,97,0.97,100,71,0.71,100,132,1.32,0,results/issues11k/project_specific/microsoft_vscode/vtag/predictions/preds_k1.csv
,vtag,project_specific,microsoft_vscode,k10,100,112,1.12,100,68,0.68,100,120,1.2,0,results/issues11k/project_specific/microsoft_vscode/vtag/predictions/preds_k10.csv
,vtag,project_specific,microsoft_vscode,k11,100,114,1.14,100,66,0.66,100,120,1.2,0,results/issues11k/project_specific/microsoft_vscode/vtag/predictions/preds_k11.csv
,vtag,project_specific,microsoft_vscode,k12,100,108,1.08,100,66,0.66,100,126,1.26,0,results/issues11k/project_specific/microsoft_vscode/vtag/predictions/preds_k12.csv
,vtag,project_specific,microsoft_vscode,k13,100,110,1.1,100,65,0.65,100,125,1.25,0,results/issues11k/project_specific/microsoft_vscode/vtag/predictions/preds_k13.csv
,vtag,project_specific,microsoft_vscode,k14,100,107,1.07,100,68,0.68,100,125,1.25,0,results/issues11k/project_specific/microsoft_vscode/vtag/predictions/preds_k14.csv
,vtag,project_specific,microsoft_vscode,k15,100,102,1.02,100,68,0.68,100,130,1.3,0,results/issues11k/project_specific/microsoft_vscode/vtag/predictions/preds_k15.csv
,vtag,project_specific,microsoft_vscode,k16,100,108,1.08,100,66,0.66,100,126,1.26,0,results/issues11k/project_specific/microsoft_vscode/vtag/predictions/preds_k16.csv
,vtag,project_specific,microsoft_vscode,k17,100,106,1.06,100,63,0.63,100,131,1.31,0,results/issues11k/project_specific/microsoft_vscode/vtag/predictions/preds_k17.csv
,vtag,project_specific,microsoft_vscode,k18,100,104,1.04,100,62,0.62,100,134,1.34,0,results/issues11k/project_specific/microsoft_vscode/vtag/predictions/preds_k18.csv
,vtag,project_specific,microsoft_vscode,k19,100,100,1.0,100,60,0.6,100,140,1.4,0,results/issues11k/project_specific/microsoft_vscode/vtag/predictions/preds_k19.csv
,vtag,project_specific,microsoft_vscode,k2,100,97,0.97,100,71,0.71,100,132,1.32,0,results/issues11k/project_specific/microsoft_vscode/vtag/predictions/preds_k2.csv
,vtag,project_specific,microsoft_vscode,k20,100,105,1.05,100,57,0.57,100,138,1.38,0,results/issues11k/project_specific/microsoft_vscode/vtag/predictions/preds_k20.csv
,vtag,project_specific,microsoft_vscode,k25,100,106,1.06,100,52,0.52,100,142,1.42,0,results/issues11k/project_specific/microsoft_vscode/vtag/predictions/preds_k25.csv
,vtag,project_specific,microsoft_vscode,k3,100,113,1.13,100,63,0.63,100,124,1.24,0,results/issues11k/project_specific/microsoft_vscode/vtag/predictions/preds_k3.csv
,vtag,project_specific,microsoft_vscode,k30,100,108,1.08,100,55,0.55,100,137,1.37,0,results/issues11k/project_specific/microsoft_vscode/vtag/predictions/preds_k30.csv
,vtag,project_specific,microsoft_vscode,k4,100,111,1.11,100,63,0.63,100,126,1.26,0,results/issues11k/project_specific/microsoft_vscode/vtag/predictions/preds_k4.csv
,vtag,project_specific,microsoft_vscode,k5,100,114,1.14,100,66,0.66,100,120,1.2,0,results/issues11k/project_specific/microsoft_vscode/vtag/predictions/preds_k5.csv
,vtag,project_specific,microsoft_vscode,k6,100,119,1.19,100,64,0.64,100,117,1.17,0,results/issues11k/project_specific/microsoft_vscode/vtag/predictions/preds_k6.csv
,vtag,project_specific,microsoft_vscode,k7,100,112,1.12,100,68,0.68,100,120,1.2,0,results/issues11k/project_specific/microsoft_vscode/vtag/predictions/preds_k7.csv
